rank,phase,pdf_id,score,zero_shift_deg,matched_ref_peaks,ref_peaks_in_range,strong_matched,strong_ref,orientation,notes
1,M-type BaFe12O19,00-039-1433,0.4466,0.0335,9,44,4,8,none,
